"","totphys_3m","totnonphys_3m","totwork_3m","totschool_3m","totother_3m","tothome_3m","totcon_all_3m","AGE_I","GENDER_I","INCOME_I","RACE_ETHNICITY_I","totphys","totnonphys","totwork","totschool","totother","tothome","totcon_all","WTFinal_US_M3_AbIGg"
"298",0,8,0,0,8,0,8,6,1,3,4,0,5,0,0,5,0,5,137089.873160503
"299",0,0,0,0,0,0,0,3,1,8,2,0,5,0,0,2,3,5,83634.9740778826
"300",2,7,4,0,4,1,9,5,1,7,2,1,0,0,0,0,1,1,125458.809665419
"301",1,0,0,0,0,1,1,6,2,3,2,2,0,0,0,0,2,2,49699.0817485117
"302",2,1,1,0,0,2,3,2,1,4,2,0,3,2,0,0,1,3,74532.7316986502
"303",2,3,0,0,3,2,5,4,1,2,2,2,2,0,0,2,2,4,82877.4166260808
"304",0,0,0,0,0,0,0,5,2,4,2,0,3,3,0,0,0,3,64931.8522940322
"305",0,13,8,0,1,4,13,4,2,6,2,3,3,0,0,3,3,6,124648.989195494
"306",1,6,0,0,1,6,7,5,2,6,2,1,1,0,0,1,1,2,59860.0117902882
"307",2,0,0,0,0,2,2,6,2,5,2,2,0,0,0,0,2,2,79874.7198526868
"308",0,13,0,0,13,0,13,6,2,6,1,3,0,0,0,0,3,3,162644.998228168
"309",1,6,0,4,0,3,7,1,1,3,1,3,4,0,0,0,7,7,347792.124457941
"310",1,0,0,0,0,1,1,4,2,6,2,1,0,0,0,0,1,1,60615.0227468293
"311",0,0,0,0,0,0,0,5,1,4,2,0,0,0,0,0,0,0,55086.1140333935
"312",7,3,0,0,9,1,10,6,1,4,2,1,2,0,0,3,0,3,60608.546912661
"313",1,2,0,0,1,2,3,2,2,4,2,2,0,0,0,0,2,2,112553.284251802
"314",1,2,0,0,1,2,3,3,1,8,2,1,2,0,0,1,2,3,194406.266419813
"315",2,8,7,0,3,0,10,3,2,6,2,0,5,0,0,5,0,5,56288.1075331796
"316",2,5,0,0,5,2,7,1,1,1,4,3,0,0,0,2,1,3,539957.475859467
"317",0,0,0,0,0,0,0,4,2,4,2,4,2,2,0,2,2,6,98588.4474888842
"318",2,0,0,0,0,2,2,6,2,2,2,0,2,0,0,1,1,2,57521.8161640295
"319",2,1,0,0,1,2,3,6,1,6,2,18,0,0,0,16,2,18,17087.691505353
"320",1,0,0,0,0,1,1,3,2,4,2,1,0,0,0,0,1,1,59086.0326686464
"321",5,1,0,0,5,1,6,5,2,7,2,3,3,0,0,5,1,6,55161.1005553603
"322",4,4,0,0,4,4,8,3,1,3,2,12,8,2,0,8,10,20,93088.3421770604
"323",1,3,0,0,2,2,4,2,2,4,2,10,4,0,0,14,0,14,275803.183167903
"324",5,1,3,0,1,2,6,3,1,3,2,0,5,5,0,0,0,5,104923.22134175
"325",1,3,0,0,4,0,4,6,2,3,2,3,0,0,0,3,0,3,45030.0353530303
"326",3,0,0,0,1,2,3,1,1,3,2,4,5,0,0,1,8,9,197725.912293864
"327",0,1,0,0,1,0,1,6,1,4,2,1,0,0,0,0,1,1,60608.546912661
"328",9,0,0,0,8,1,9,6,1,4,2,3,0,0,0,1,2,3,61675.6793997878
"329",1,3,3,0,0,1,4,4,2,5,2,3,8,0,0,6,5,11,91082.2577119556
"330",1,0,0,0,0,1,1,6,2,5,2,4,0,0,0,0,4,4,60887.4859165645
"331",1,0,0,0,0,1,1,6,2,3,2,0,3,0,0,0,3,3,31170.9499127375
"332",5,8,0,0,12,1,13,6,2,8,2,6,2,0,0,6,2,8,85798.6892906742
"333",0,4,0,0,4,0,4,4,2,7,2,5,0,0,0,0,5,5,212817.250319577
"334",0,5,4,0,0,1,5,2,2,3,2,3,8,11,0,0,0,11,77634.8840623479
"335",0,11,0,0,5,6,11,6,2,7,2,0,5,0,0,5,0,5,52920.617722933
"336",4,6,0,0,7,3,10,5,2,3,5,3,2,0,0,0,5,5,109745.880451995
"337",1,1,0,0,1,1,2,5,2,5,2,1,0,0,0,0,1,1,73123.9476805581
"338",3,7,9,0,0,1,10,4,1,6,2,1,0,1,0,0,0,1,134497.913719528
"339",6,0,6,0,0,0,6,2,2,3,2,12,0,0,0,12,0,12,539957.475859467
"340",14,0,0,0,11,3,14,6,2,5,2,4,20,0,0,21,3,24,140599.762149276
"341",2,4,0,0,3,3,6,2,1,4,2,4,0,0,0,0,4,4,279751.516281413
"342",2,1,0,0,2,1,3,6,2,3,2,1,1,0,0,1,1,2,41459.2371199782
"343",0,1,0,0,0,1,1,5,1,3,2,0,3,0,0,3,0,3,96680.23142128
"344",1,2,2,0,0,1,3,1,2,6,2,2,1,1,0,1,1,3,112824.759083297
"345",4,0,0,0,4,0,4,5,2,3,5,0,0,0,0,0,0,0,112654.52951661
"346",1,6,0,0,0,7,7,5,2,2,2,2,10,5,0,5,2,12,16873.5251224335
"347",0,2,0,0,2,0,2,4,2,7,5,1,0,0,0,0,1,1,206815.767493585
"348",1,0,0,0,0,1,1,5,1,6,2,2,0,0,0,0,2,2,34753.1838594004
"349",30,4,10,10,6,8,34,4,2,2,2,19,5,20,0,0,4,24,12363.960336397
"350",0,0,0,0,0,0,0,2,2,6,4,2,0,0,0,0,2,2,372249.510019856
"351",1,2,0,0,0,3,3,3,2,4,2,0,1,0,0,1,0,1,25112.8911714361
"352",4,4,0,0,4,4,8,6,1,5,2,4,1,0,0,1,4,5,46981.814702086
"353",0,2,0,0,2,0,2,6,2,3,2,0,1,0,0,0,1,1,141814.988989979
"354",8,3,0,7,0,4,11,1,2,1,2,0,17,10,0,5,2,17,45380.1963055808
"355",4,2,0,0,5,1,6,4,2,7,2,5,0,0,0,4,1,5,83915.2935663945
"356",4,4,0,0,5,3,8,4,1,3,2,0,3,0,0,2,1,3,68434.0805459928
"357",1,0,0,0,0,1,1,6,2,3,2,1,0,0,0,0,1,1,20346.5408393738
"358",1,1,1,0,1,0,2,5,1,8,2,2,23,22,0,0,3,25,69458.4609637584
"359",1,3,0,0,0,4,4,2,1,4,2,0,2,0,0,0,2,2,215702.362321884
"360",1,19,16,0,3,1,20,3,1,8,2,1,2,0,0,2,1,3,124709.497179787
"361",0,0,0,0,0,0,0,5,2,4,2,0,5,0,0,5,0,5,56112.2148746024
"362",6,33,33,0,2,4,39,1,2,6,2,3,2,0,0,0,5,5,189639.772698041
"363",0,1,0,0,0,1,1,4,2,6,3,0,1,0,0,1,0,1,213821.120045205
"364",0,2,0,0,0,2,2,5,2,5,2,0,5,0,0,3,2,5,68159.3731620281
"365",0,15,0,0,15,0,15,4,2,8,1,0,50,50,0,0,0,50,196890.806633041
"366",0,0,0,0,0,0,0,4,1,2,2,0,0,0,0,0,0,0,416101.465205095
"367",1,0,0,0,0,1,1,5,2,8,2,1,7,0,0,7,1,8,98025.5308476592
"368",0,2,2,0,0,0,2,4,2,4,2,0,1,0,0,1,0,1,59275.446248702
"369",0,0,0,0,0,0,0,2,1,8,2,2,0,0,0,0,2,2,134021.519238188
"370",4,5,0,0,5,4,9,4,2,6,2,2,5,3,0,2,2,7,37931.5590806654
"371",3,0,0,0,1,2,3,6,1,8,2,1,0,0,0,0,1,1,100235.44438602
"372",0,2,0,0,1,1,2,6,1,6,2,0,0,0,0,0,0,0,539957.475859467
"373",9,23,19,0,13,0,32,6,1,4,2,0,171,125,0,46,0,171,40569.7981328356
"374",2,0,0,0,0,2,2,4,2,7,2,2,4,3,0,1,2,6,105261.079364233
"375",0,2,0,0,0,2,2,4,1,8,4,0,1,0,0,1,0,1,209128.576667728
"376",1,1,0,1,0,1,2,3,1,8,2,1,2,0,0,1,2,3,111727.032539349
"377",1,0,0,0,0,1,1,6,1,6,2,3,3,0,0,6,0,6,34288.8924048279
"378",8,0,0,0,3,5,8,2,2,5,2,5,8,0,0,8,5,13,34753.161986793
"379",2,14,14,0,0,2,16,2,2,4,2,2,2,0,0,0,4,4,43741.8016398377
"380",0,6,0,0,6,0,6,6,2,8,2,4,1,0,0,1,4,5,89092.4793695153
"381",0,0,0,0,0,0,0,4,1,4,1,3,0,0,0,0,3,3,239219.820037065
"382",0,0,0,0,0,0,0,4,1,8,2,0,0,0,0,0,0,0,240735.571459862
"383",1,1,0,0,1,1,2,6,1,8,2,1,2,0,0,3,0,3,94021.6115764588
"384",0,4,0,0,4,0,4,5,1,6,2,0,0,0,0,0,0,0,101673.151858057
"385",1,0,0,0,0,1,1,2,1,5,2,13,9,0,0,22,0,22,89220.179627111
"386",1,10,10,0,0,1,11,5,2,7,2,3,0,0,0,0,3,3,16159.4354141326
"387",2,5,0,1,4,2,7,1,2,2,2,1,1,0,0,1,1,2,71865.8083772307
"388",0,1,0,0,0,1,1,6,2,5,2,2,0,0,0,0,2,2,61068.9758697734
"389",3,4,0,0,4,3,7,6,1,3,2,3,12,0,0,14,1,15,49183.6442662641
"390",3,1,0,0,2,2,4,3,2,1,2,2,4,0,0,0,6,6,38023.9057695493
"391",1,2,0,0,2,1,3,2,1,5,2,1,5,0,0,4,2,6,215691.110580116
"392",11,11,0,0,13,9,22,3,2,6,5,9,1,0,0,2,8,10,246311.874754997
"393",1,0,0,0,0,1,1,6,1,6,2,1,0,0,0,0,1,1,107986.967200634
"394",4,0,1,0,2,1,4,2,1,6,2,4,1,0,0,0,5,5,22942.7291600797
"395",0,0,0,0,0,0,0,6,1,2,2,1,6,0,0,5,2,7,58914.752026875
"396",0,0,0,0,0,0,0,6,2,3,2,0,0,0,0,0,0,0,147924.794909942
"397",63,400,463,0,0,0,463,5,2,3,2,12,40,52,0,0,0,52,163566.238263153
"398",2,10,10,0,0,2,12,2,2,6,2,0,12,9,0,3,0,12,215026.135259857
"399",1,1,0,0,0,2,2,5,1,3,2,3,4,0,0,5,2,7,29981.2987366429
"400",4,11,12,0,0,3,15,5,1,4,2,1,13,14,0,0,0,14,400779.54818062
"401",6,5,1,0,7,3,11,3,2,2,2,3,2,1,0,4,0,5,59222.2889813202
"402",3,8,0,0,0,11,11,1,1,8,1,14,13,0,0,19,8,27,539957.475859467
"403",1,1,0,0,0,2,2,6,1,6,2,1,1,0,0,1,1,2,26637.5407038979
"404",1,0,0,0,0,1,1,6,2,4,2,0,0,0,0,0,0,0,370793.605857675
"405",7,20,27,0,0,0,27,2,1,1,2,10,8,0,6,12,0,18,19057.3542465072
"406",15,7,0,0,22,0,22,5,1,8,2,6,28,0,0,34,0,34,232793.517394679
"407",0,10,6,0,0,4,10,3,1,4,1,0,0,0,0,0,0,0,60963.1620611005
"408",3,0,0,0,0,3,3,3,1,6,4,3,4,4,0,0,3,7,139648.748186307
"409",2,1,0,0,1,2,3,3,2,7,2,2,0,0,0,0,2,2,140733.156399215
"410",4,7,0,0,7,4,11,1,2,7,2,9,9,13,1,0,4,18,98746.5572993561
"411",3,0,0,0,0,3,3,2,1,6,2,4,2,0,0,4,2,6,124999.375127992
"412",2,3,0,0,3,2,5,3,1,7,2,0,0,0,0,0,0,0,109173.446602106
"413",3,1,0,0,4,0,4,6,2,3,2,0,3,0,0,3,0,3,23646.4887509703
"414",2,0,0,0,1,1,2,6,2,4,2,0,0,0,0,0,0,0,36911.4688057359
"415",2,24,24,0,1,1,26,5,2,3,2,11,0,0,0,9,2,11,26146.8485758787
"416",1,0,0,0,0,1,1,3,1,5,2,18,6,21,0,0,3,24,165502.185564041
"417",0,1,0,0,0,1,1,5,2,5,2,1,0,0,0,0,1,1,40364.4579745049
"418",0,0,0,0,0,0,0,6,2,4,2,5,2,0,0,0,7,7,22880.4422782939
"419",3,0,0,0,0,3,3,3,2,8,2,3,1,0,0,0,4,4,112550.49678674
"420",9,7,0,0,15,1,16,5,2,6,2,3,45,47,0,0,1,48,31033.7063151949
"421",0,3,0,0,0,3,3,6,2,3,2,0,0,0,0,0,0,0,35735.5201468527
"422",32,3,31,0,0,4,35,4,2,8,2,1,10,10,0,0,1,11,102814.139452675
"423",1,0,0,0,0,1,1,3,1,5,1,5,0,0,0,5,0,5,128298.426213699
"424",1,3,0,0,3,1,4,6,1,7,2,1,4,0,0,4,1,5,64967.6502137946
"425",5,11,0,10,1,5,16,1,2,6,1,7,39,42,0,0,4,46,500109.977456928
"426",0,0,0,0,0,0,0,4,1,4,2,0,0,0,0,0,0,0,26677.0915421792
"427",1,1,0,0,0,2,2,1,2,3,1,1,1,0,0,1,1,2,528726.612144053
"428",2,3,2,0,2,1,5,5,2,2,2,5,14,6,0,10,3,19,49186.1036464756
"429",2,2,0,0,0,4,4,2,1,5,2,1,3,0,0,0,4,4,211509.596780687
"430",2,0,0,0,0,2,2,4,2,8,2,2,0,0,0,0,2,2,165435.587783714
"431",1,4,4,0,0,1,5,4,2,8,2,1,1,1,0,0,1,2,106507.336125348
"432",3,1,0,0,2,2,4,3,1,4,2,2,4,0,0,2,4,6,21662.0639387054
"433",0,0,0,0,0,0,0,5,2,3,2,0,4,4,0,0,0,4,125327.316051081
"434",0,2,0,0,1,1,2,6,2,7,2,3,1,0,0,0,4,4,174769.123069249
"435",1,0,0,0,0,1,1,6,1,4,2,1,0,0,0,0,1,1,60608.546912661
"436",0,0,0,0,0,0,0,6,1,2,2,0,2,0,0,0,2,2,47221.1899385032
"437",3,0,0,0,0,3,3,2,1,5,3,3,6,4,0,1,4,9,188971.050321694
"438",0,2,0,0,0,2,2,5,2,6,2,1,3,0,0,3,1,4,501626.705061199
"439",6,0,0,0,3,3,6,3,1,6,1,4,1,0,0,3,2,5,113021.956627655
"440",1,1,0,0,1,1,2,6,1,8,2,1,0,0,0,0,1,1,232777.219629709
"441",2,0,0,0,0,2,2,6,1,2,2,0,3,0,0,0,3,3,66249.8301355389
"442",3,9,0,0,0,12,12,6,1,3,2,0,1,0,0,0,1,1,308059.583140842
"443",3,1,0,0,0,4,4,2,1,2,2,6,1,3,0,0,4,7,107616.057224421
"444",153,191,0,0,0,344,344,4,2,8,2,3,1,0,0,1,3,4,102814.139452675
"445",0,2,0,0,1,1,2,5,1,6,2,0,2,0,0,0,2,2,69404.9299657735
"446",0,0,0,0,0,0,0,4,1,6,3,10,0,10,0,0,0,10,539957.475859467
"447",0,3,0,0,3,0,3,6,2,3,2,0,0,0,0,0,0,0,45114.4270745555
"448",3,11,6,0,4,4,14,4,2,6,2,6,18,21,0,2,1,24,70143.1080382926
"449",1,8,3,0,4,2,9,4,2,3,2,1,2,0,0,1,2,3,84526.9787242827
"450",1,0,0,0,0,1,1,5,1,5,2,1,0,0,0,0,1,1,10047.7538602727
"451",3,6,4,0,0,5,9,4,2,5,1,0,35,35,0,0,0,35,388977.563891589
"452",2,7,0,0,7,2,9,2,1,5,2,2,0,0,0,0,2,2,478655.477134861
"453",1,0,0,0,0,1,1,5,1,8,2,3,1,0,0,2,2,4,57651.9242016222
"454",0,2,0,0,2,0,2,6,2,3,2,0,1,0,0,1,0,1,23716.9728590323
"455",1,0,0,0,1,0,1,5,1,3,2,0,0,0,0,0,0,0,49590.6529508145
"456",12,0,0,0,12,0,12,3,2,6,4,4,2,0,0,2,4,6,171989.033861537
"457",4,3,0,0,0,7,7,3,2,6,2,4,1,0,0,0,5,5,61833.786348215
"458",0,0,0,0,0,0,0,3,2,3,2,1,0,0,0,0,1,1,259346.909791225
"459",0,1,0,0,0,1,1,5,2,4,2,0,0,0,0,0,0,0,57067.7215935354
"460",0,0,0,0,0,0,0,3,2,5,4,0,1,0,0,1,0,1,131791.570433716
"461",16,0,13,0,0,3,16,5,2,2,2,0,26,24,0,0,2,26,35770.4144883946
"462",2,2,0,0,3,1,4,5,2,3,2,14,0,0,0,0,14,14,26146.8485758787
"463",2,7,0,0,9,0,9,6,2,8,2,0,3,0,0,3,0,3,26099.6273055092
"464",0,0,0,0,0,0,0,6,2,4,1,1,0,0,0,0,1,1,120025.636565433
"465",0,1,0,0,1,0,1,6,1,6,2,0,1,0,0,1,0,1,87274.3567553429
"466",0,0,0,0,0,0,0,2,1,3,1,0,20,20,0,0,0,20,77076.3466376032
"467",0,2,0,0,0,2,2,6,2,7,1,0,0,0,0,0,0,0,166916.00813436
"468",2,17,0,0,15,4,19,5,2,4,2,10,0,0,0,9,1,10,39192.9710772864
"469",2,0,0,0,0,2,2,5,1,8,2,2,0,0,0,0,2,2,190311.29059784
"470",3,3,0,1,2,3,6,4,1,5,2,2,0,0,0,0,2,2,92493.6133192364
"471",0,1,0,0,0,1,1,6,1,2,2,1,0,0,0,0,1,1,11585.7349991423
"472",7,0,4,0,0,3,7,2,1,5,2,4,1,0,0,0,5,5,12377.2173257381
"473",4,0,0,0,3,1,4,6,2,6,2,0,1,0,0,0,1,1,67735.0092578364
"474",2,3,0,0,4,1,5,2,2,8,2,2,2,0,0,3,1,4,34455.5659083971
"475",0,2,0,0,2,0,2,2,1,3,2,0,0,0,0,0,0,0,37777.452040754
"476",5,0,0,0,2,3,5,4,2,3,2,4,2,0,0,2,4,6,31958.5009104617
"477",0,2,0,0,2,0,2,4,2,3,3,1,3,0,0,4,0,4,105882.451763579
"478",0,10,10,0,0,0,10,5,1,6,2,1,11,11,0,0,1,12,21691.730541642
"479",1,0,0,0,0,1,1,3,2,1,2,4,4,7,0,0,1,8,143904.034783353
"480",1,0,0,0,0,1,1,4,2,5,2,2,2,0,0,1,3,4,39456.260451474
"481",0,1,0,0,0,1,1,3,2,7,2,0,0,0,0,0,0,0,57002.4788389471
"482",7,11,12,0,0,6,18,3,2,4,2,22,18,36,0,0,4,40,88532.7342059898
"483",0,5,5,0,0,0,5,1,2,4,2,10,15,12,10,0,3,25,117346.68598595
"484",4,6,5,0,0,5,10,5,1,6,2,4,3,0,0,4,3,7,13588.9862302899
"485",7,4,0,0,4,7,11,4,2,3,2,5,5,2,0,5,3,10,55888.213322217
"486",2,0,0,0,0,2,2,4,2,8,2,2,1,0,0,1,2,3,111095.984740087
"487",3,0,0,0,0,3,3,3,2,8,2,3,3,0,0,3,3,6,116593.434095297
"488",1,1,0,0,0,2,2,2,2,4,2,1,1,0,0,0,2,2,67606.9822262656
"489",0,3,0,0,2,1,3,5,1,3,2,0,0,0,0,0,0,0,73633.3500026217
"490",0,0,0,0,0,0,0,4,1,4,2,1,1,0,0,2,0,2,34231.2914039246
"491",0,0,0,0,0,0,0,2,1,4,2,0,3,0,0,3,0,3,32796.4852858267
"492",5,0,2,0,0,3,5,3,1,7,2,3,0,0,0,0,3,3,311578.341876502
"493",6,61,62,0,2,3,67,2,2,3,2,12,1,8,0,3,2,13,186060.032920738
"494",3,1,0,0,3,1,4,6,2,5,3,1,0,0,0,0,1,1,205401.658933978
"495",7,2,0,0,9,0,9,2,2,3,4,0,9,0,0,7,2,9,67573.5981402303
"496",0,0,0,0,0,0,0,6,1,5,2,72,0,0,0,0,72,72,46981.814702086
"497",0,0,0,0,0,0,0,6,2,6,2,0,0,0,0,0,0,0,35025.893606413
"498",0,2,0,0,1,1,2,5,2,1,2,3,2,0,0,2,3,5,103742.02683089
"499",2,0,0,0,0,2,2,2,2,6,2,0,2,0,0,2,0,2,51459.5689448499
"500",0,0,0,0,0,0,0,6,1,6,2,1,0,0,0,0,1,1,33695.6149348611
"501",0,3,0,0,0,3,3,6,2,1,3,1,1,0,0,2,0,2,357062.249610119
"502",1,3,3,0,0,1,4,2,2,4,2,5,6,0,0,11,0,11,143555.757090804
"503",0,1,0,0,0,1,1,5,2,4,2,0,6,0,0,6,0,6,71191.3167157511
"504",0,3,0,0,1,2,3,2,1,1,2,0,3,0,0,0,3,3,84269.7529997405
"505",0,1,0,0,1,0,1,6,1,4,2,1,0,0,0,0,1,1,539957.475859467
"506",3,3,0,0,3,3,6,4,1,6,2,3,0,0,0,0,3,3,99916.8989653812
"507",3,0,0,0,0,3,3,3,1,6,2,3,22,19,0,0,6,25,30730.6615632582
"508",0,6,0,4,1,1,6,3,2,8,2,2,1,0,1,0,2,3,15919.374860753
"509",3,0,0,0,0,3,3,5,2,6,2,1,1,0,0,0,2,2,100357.950652932
"510",4,20,0,0,24,0,24,6,1,5,2,1,0,0,0,0,1,1,24050.7507662015
"511",0,0,0,0,0,0,0,6,2,6,2,2,1,0,0,2,1,3,353476.42204217
"512",2,0,0,0,0,2,2,5,1,8,3,0,1,0,0,1,0,1,307048.140019835
"513",2,21,21,0,0,2,23,3,2,4,2,1,5,0,0,4,2,6,54006.5142457623
"514",1,0,0,0,0,1,1,6,1,5,2,1,0,0,0,0,1,1,130826.441584726
"515",0,0,0,0,0,0,0,2,2,6,2,1,1,0,0,1,1,2,98436.7880792875
"516",2,6,3,0,5,0,8,3,1,4,1,2,0,0,0,2,0,2,246550.984213099
"517",27,0,27,0,0,0,27,5,2,5,2,0,4,0,0,3,1,4,29229.6733390612
"518",0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,89100.4828264956
"519",0,1,0,0,0,1,1,6,2,3,2,2,2,0,0,2,2,4,28912.3740552863
"520",0,0,0,0,0,0,0,6,2,3,2,1,0,0,0,0,1,1,236554.10781663
"521",0,1,0,0,1,0,1,6,2,3,2,6,1,0,0,7,0,7,127832.297770921
"522",3,0,0,0,0,3,3,4,1,7,2,2,0,0,0,0,2,2,244744.684933705
"523",2,2,0,0,2,2,4,2,1,5,4,0,1,0,0,1,0,1,156963.559263327
"524",12,68,23,40,15,2,80,3,1,6,2,2,15,15,0,0,2,17,60175.0837838487
"525",4,4,0,0,7,1,8,6,1,6,2,0,0,0,0,0,0,0,84729.3484580244
"526",0,2,0,0,0,2,2,1,2,3,1,3,0,0,0,1,2,3,174357.226852515
"527",1,6,0,0,6,1,7,5,2,7,2,1,6,0,0,6,1,7,104242.51926666
"528",0,4,2,0,0,2,4,2,2,8,2,1,0,0,0,1,0,1,112995.88293219
"529",1,0,0,0,0,1,1,5,2,3,2,2,2,1,0,2,1,4,39794.7601496436
"530",0,0,0,0,0,0,0,5,2,5,2,7,8,0,0,14,1,15,56561.9903415748
"531",1,1,0,0,1,1,2,5,2,2,2,1,0,0,0,0,1,1,38045.8660621702
"532",1,2,0,0,2,1,3,6,1,5,2,3,1,0,0,0,4,4,76831.5629184221
"533",0,20,0,0,20,0,20,6,2,3,2,2,1,0,0,1,2,3,56642.8009839457
"534",21,4,12,0,9,4,25,3,2,4,2,12,1,0,0,9,4,13,70637.4248816499
"535",6,15,0,0,10,11,21,6,1,6,2,4,6,0,0,0,10,10,42224.4308975236
"536",4,20,23,0,0,1,24,5,2,4,2,3,67,60,0,7,3,70,57045.1540518195
"537",1,0,0,0,0,1,1,6,1,3,2,1,0,0,0,0,1,1,134325.034854621
"538",0,0,0,0,0,0,0,6,2,5,2,0,5,0,0,5,0,5,27738.7849271811
"539",0,5,0,0,5,0,5,4,2,4,2,1,7,0,0,0,8,8,32024.1362169179
"540",0,1,0,0,0,1,1,6,2,5,2,1,2,0,0,0,3,3,64003.1103376731
"541",4,9,2,0,9,2,13,3,2,2,2,9,4,0,0,9,4,13,62802.3791508632
"542",5,35,23,0,14,3,40,6,1,6,2,2,4,0,0,4,2,6,34288.8924048279
"543",4,6,0,0,7,3,10,6,2,4,2,3,6,0,0,6,3,9,26077.1888090843
"544",0,0,0,0,0,0,0,6,2,2,2,0,0,0,0,0,0,0,281123.073236639
"545",0,2,0,0,2,0,2,6,1,4,2,1,4,4,0,0,1,5,189139.132995022
"546",0,0,0,0,0,0,0,6,2,5,2,5,2,0,0,6,1,7,53642.7956687373
"547",1,3,0,0,2,2,4,6,2,4,1,2,0,0,0,1,1,2,66227.2119849749
"548",0,1,0,0,1,0,1,6,1,6,1,1,0,0,0,1,0,1,183206.169127419
"549",1,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,3,3,539957.475859467
"550",3,0,0,0,0,3,3,3,2,2,2,3,0,0,0,0,3,3,109861.688048376
"551",2,0,0,0,0,2,2,6,2,1,2,1,4,0,0,4,1,5,26949.6583138284
"552",8,27,24,0,6,5,35,2,2,3,1,1,1,0,0,0,2,2,539957.475859467
"553",4,0,0,0,2,2,4,1,1,2,1,6,0,2,0,0,4,6,539957.475859467
"554",0,54,0,0,50,4,54,5,2,1,3,0,4,0,0,0,4,4,426802.453496928
"555",1,0,0,0,0,1,1,6,1,8,2,10,9,0,0,11,8,19,231590.730793812
"556",0,2,0,0,2,0,2,5,2,4,2,0,2,0,0,2,0,2,28691.8749384339
"557",10,6,0,0,6,10,16,3,2,1,2,6,0,0,0,1,5,6,29491.2355551131
"558",0,17,0,10,5,2,17,1,1,1,2,7,20,0,15,10,2,27,130811.730973027
"559",2,21,20,0,0,3,23,3,2,4,2,0,3,0,0,0,3,3,460204.945280639
"560",1,0,0,0,1,0,1,6,2,2,2,1,5,0,0,4,2,6,59915.6117685946
"561",1,5,0,0,4,2,6,6,2,5,2,1,10,0,0,10,1,11,31075.2458980517
"562",1,0,0,0,0,1,1,5,2,6,2,6,5,0,0,10,1,11,43922.1649100495
"563",2,0,0,0,0,2,2,5,2,3,2,2,0,0,0,0,2,2,235912.454040135
"564",4,134,136,0,0,2,138,4,2,5,2,1,2,0,0,0,3,3,34761.5620088379
"565",4,3,0,0,6,1,7,4,2,5,2,0,0,0,0,0,0,0,349904.631610825
"566",2,3,0,0,2,3,5,6,1,3,5,12,8,0,0,20,0,20,329478.66022677
"567",5,0,5,0,0,0,5,3,1,2,2,0,2,0,0,2,0,2,302989.600924529
"568",9,1,0,0,9,1,10,3,2,7,2,2,0,0,0,0,2,2,329667.312997373
"569",0,13,0,0,3,10,13,6,2,4,2,0,3,0,0,2,1,3,78955.7971255386
"570",16,17,29,0,0,4,33,2,2,4,2,12,15,25,0,0,2,27,56398.1025095868
"571",0,0,0,0,0,0,0,5,2,5,2,14,5,19,0,0,0,19,82902.7302814314
"572",5,3,0,0,7,1,8,5,1,5,2,47,5,35,0,15,2,52,65013.7310215204
"573",4,2,0,0,2,4,6,5,1,4,1,8,3,0,0,3,8,11,140648.371484225
"574",1,11,0,0,10,2,12,6,1,2,2,1,2,0,0,2,1,3,60836.4416476675
"575",1,6,6,0,0,1,7,4,2,7,2,4,15,16,0,1,2,19,228801.154883204
"576",3,6,4,0,4,1,9,4,1,5,2,3,3,0,0,4,2,6,295523.588508656
"577",1,4,0,0,2,3,5,4,2,7,2,0,2,0,0,2,0,2,71250.5857196285
"578",4,1,0,0,1,4,5,3,2,6,2,1,5,0,5,0,1,6,61833.786348215
"579",24,3,21,0,0,6,27,6,2,8,2,13,12,23,0,0,2,25,113037.543122878
"580",4,5,0,0,6,3,9,1,2,2,2,7,13,19,0,0,1,20,194461.700795404
"581",29,38,21,0,28,18,67,2,1,4,2,24,0,0,0,20,4,24,85657.0385233526
"582",7,0,0,0,0,7,7,2,2,4,2,2,6,0,0,8,0,8,103259.310451582
"583",0,0,0,0,0,0,0,6,2,8,2,0,0,0,0,0,0,0,89092.4793695153
"584",2,12,14,0,0,0,14,5,1,5,2,0,1,0,0,1,0,1,27392.2256745593
"585",28,40,0,0,67,1,68,6,1,3,2,4,0,0,0,4,0,4,59874.3894891051
"586",4,0,0,0,0,4,4,3,2,6,1,3,0,0,0,0,3,3,54108.8592319027
"587",0,0,0,0,0,0,0,3,1,1,3,2,0,0,0,1,1,2,536418.858095299
"588",1,82,0,82,0,1,83,5,2,8,2,1,0,0,0,0,1,1,75823.5749696431
"589",0,0,0,0,0,0,0,5,2,5,2,0,2,0,0,2,0,2,26992.0316953169
"590",0,2,0,0,0,2,2,5,1,6,5,0,0,0,0,0,0,0,390625.509793027
"591",2,62,30,30,0,4,64,4,2,7,2,2,8,0,8,0,2,10,79183.7111752654
"592",1,2,0,0,0,3,3,6,1,5,2,1,0,0,0,0,1,1,340028.897084871
"593",1,0,0,0,0,1,1,5,2,7,2,0,3,0,0,3,0,3,539957.475859467
"594",1,1,0,0,1,1,2,6,1,4,2,0,0,0,0,0,0,0,78354.5989148203
"595",2,1,0,0,1,2,3,3,2,3,2,2,6,4,0,0,4,8,60211.8311158054
